block_id,section_id,block_type,planned_start,planned_end,actual_start,actual_end,status,purpose,requesting_department,task_id
BLK-00422,SEC-004,POWER_BLOCK,2026-02-28T10:00:00,2026-02-28T14:00:00,2026-02-28T10:09:00,2026-02-28T13:54:00,COMPLETED,Maintenance work for task TASK-00932 on asset AST-705,TRD,TASK-00932
BLK-00423,SEC-001,SHADOW,2023-09-29T00:00:00,2023-09-29T01:30:00,2023-09-29T00:59:00,2023-09-29T02:33:00,COMPLETED,Maintenance work for task TASK-00933 on asset AST-706,S&T,TASK-00933
BLK-00424,SEC-001,TRAFFIC_BLOCK,2024-02-21T05:00:00,2024-02-21T09:00:00,2024-02-21T05:09:00,2024-02-21T09:15:00,COMPLETED,Maintenance work for task TASK-00935 on asset AST-707,ENGINEERING,TASK-00935
BLK-00425,SEC-001,SHADOW,2024-11-20T00:00:00,2024-11-20T02:00:00,2024-11-20T00:48:00,2024-11-20T03:05:00,COMPLETED,Maintenance work for task TASK-00936 on asset AST-707,ENGINEERING,TASK-00936
BLK-00426,SEC-006,TRAFFIC_BLOCK,2025-06-16T05:00:00,2025-06-16T09:00:00,2025-06-16T05:14:00,2025-06-16T08:58:00,COMPLETED,Maintenance work for task TASK-00937 on asset AST-712,ENGINEERING,TASK-00937
BLK-00427,SEC-006,SHADOW,2025-12-15T00:00:00,2025-12-15T02:00:00,2025-12-15T00:12:00,2025-12-15T02:19:00,COMPLETED,Maintenance work for task TASK-00938 on asset AST-712,ENGINEERING,TASK-00938
BLK-00428,SEC-006,SHADOW,2025-11-20T00:00:00,2025-11-20T01:30:00,2025-11-20T00:19:00,2025-11-20T01:49:00,COMPLETED,Follow-up maintenance work for task TASK-00944,S&T,TASK-00944
BLK-00429,SEC-006,TRAFFIC_BLOCK,2024-05-26T08:00:00,2024-05-26T12:00:00,2024-05-26T07:58:00,2024-05-26T12:26:00,COMPLETED,Maintenance work for task TASK-00950 on asset AST-716,ENGINEERING,TASK-00950
BLK-00430,SEC-005,POWER_BLOCK,2024-10-01T09:00:00,2024-10-01T13:00:00,2024-10-01T09:11:00,2024-10-01T14:04:00,COMPLETED,Maintenance work for task TASK-00951 on asset AST-717,TRD,TASK-00951
BLK-00431,SEC-005,POWER_BLOCK,2025-02-01T00:00:00,2025-02-01T02:00:00,2025-02-01T00:26:00,2025-02-01T02:16:00,COMPLETED,Maintenance work for task TASK-00952 on asset AST-717,TRD,TASK-00952
BLK-00432,SEC-006,SHADOW,2025-10-27T00:00:00,2025-10-27T02:00:00,2025-10-26T23:52:00,2025-10-27T01:49:00,COMPLETED,Maintenance work for task TASK-00953 on asset AST-718,ENGINEERING,TASK-00953
BLK-00433,SEC-002,TRAFFIC_BLOCK,2026-07-18T08:00:00,2026-07-18T12:00:00,2026-07-18T08:00:00,2026-07-18T11:46:00,COMPLETED,Maintenance work for task TASK-00955 on asset AST-719,ENGINEERING,TASK-00955
BLK-00434,SEC-006,TRAFFIC_BLOCK,2024-02-21T01:00:00,2024-02-21T05:00:00,2024-02-21T01:18:00,2024-02-21T05:18:00,COMPLETED,Follow-up maintenance work for task TASK-00957,ENGINEERING,TASK-00957
BLK-00435,SEC-006,SHADOW,2025-11-20T00:00:00,2025-11-20T02:00:00,2025-11-20T00:13:00,2025-11-20T02:13:00,COMPLETED,Follow-up maintenance work for task TASK-00959,ENGINEERING,TASK-00959
BLK-00436,SEC-006,TRAFFIC_BLOCK,2026-02-07T12:00:00,2026-02-07T16:00:00,2026-02-07T12:48:00,2026-02-07T17:31:00,COMPLETED,Maintenance work for task TASK-00960 on asset AST-720,ENGINEERING,TASK-00960
BLK-00437,SEC-001,POWER_BLOCK,2024-06-04T00:00:00,2024-06-04T02:00:00,2024-06-04T00:51:00,2024-06-04T02:49:00,COMPLETED,Maintenance work for task TASK-00961 on asset AST-721,TRD,TASK-00961
BLK-00438,SEC-001,POWER_BLOCK,2026-01-24T00:00:00,2026-01-24T02:00:00,2026-01-24T00:02:00,2026-01-24T02:03:00,COMPLETED,Maintenance work for task TASK-00962 on asset AST-721,TRD,TASK-00962
BLK-00439,SEC-002,SHADOW,2024-03-15T00:00:00,2024-03-15T02:00:00,2024-03-15T00:42:00,2024-03-15T02:36:00,COMPLETED,Maintenance work for task TASK-00963 on asset AST-728,ENGINEERING,TASK-00963
BLK-00440,SEC-002,TRAFFIC_BLOCK,2025-06-13T05:00:00,2025-06-13T09:00:00,2025-06-13T05:26:00,2025-06-13T09:26:00,COMPLETED,Follow-up maintenance work for task TASK-00965,ENGINEERING,TASK-00965
BLK-00441,SEC-003,POWER_BLOCK,2026-05-14T00:00:00,2026-05-14T02:00:00,2026-05-14T00:46:00,2026-05-14T03:00:00,COMPLETED,Maintenance work for task TASK-00967 on asset AST-729,TRD,TASK-00967
BLK-00442,SEC-001,POWER_BLOCK,2023-09-19T00:00:00,2023-09-19T02:00:00,2023-09-19T00:04:00,2023-09-19T02:04:00,COMPLETED,Follow-up maintenance work for task TASK-00969,TRD,TASK-00969
BLK-00443,SEC-004,SHADOW,2023-08-16T00:00:00,2023-08-16T02:00:00,2023-08-16T00:04:00,2023-08-16T02:04:00,COMPLETED,Follow-up maintenance work for task TASK-00974,ENGINEERING,TASK-00974
BLK-00444,SEC-005,POWER_BLOCK,2025-02-09T00:00:00,2025-02-09T02:00:00,2025-02-09T01:00:00,2025-02-09T03:05:00,COMPLETED,Maintenance work for task TASK-00976 on asset AST-736,TRD,TASK-00976
BLK-00445,SEC-003,SHADOW,2025-05-08T00:00:00,2025-05-08T01:30:00,2025-05-08T00:08:00,2025-05-08T01:38:00,COMPLETED,Follow-up maintenance work for task TASK-00978,S&T,TASK-00978
BLK-00446,SEC-003,TRAFFIC_BLOCK,2026-06-25T10:00:00,2026-06-25T13:00:00,2026-06-25T09:59:00,2026-06-25T12:59:00,COMPLETED,Maintenance work for task TASK-00979 on asset AST-738,S&T,TASK-00979
BLK-00447,SEC-001,SHADOW,2023-12-24T00:00:00,2023-12-24T01:30:00,2023-12-24T00:44:00,2023-12-24T02:17:00,COMPLETED,Maintenance work for task TASK-00980 on asset AST-739,S&T,TASK-00980
BLK-00448,SEC-006,TRAFFIC_BLOCK,2025-05-18T11:00:00,2025-05-18T14:00:00,2025-05-18T11:00:00,2025-05-18T14:38:00,COMPLETED,Maintenance work for task TASK-00989 on asset AST-742,S&T,TASK-00989
BLK-00449,SEC-004,POWER_BLOCK,2025-01-29T00:00:00,2025-01-29T02:00:00,2025-01-29T00:09:00,2025-01-29T02:09:00,COMPLETED,Follow-up maintenance work for task TASK-00995,TRD,TASK-00995
BLK-00450,SEC-004,POWER_BLOCK,2026-03-14T01:00:00,2026-03-14T05:00:00,2026-03-14T01:06:00,2026-03-14T05:06:00,COMPLETED,Follow-up maintenance work for task TASK-00997,TRD,TASK-00997
BLK-00451,SEC-004,SHADOW,2024-08-27T00:00:00,2024-08-27T01:30:00,2024-08-27T00:52:00,2024-08-27T02:14:00,COMPLETED,Maintenance work for task TASK-00998 on asset AST-746,S&T,TASK-00998
BLK-00452,SEC-004,TRAFFIC_BLOCK,2025-08-16T05:00:00,2025-08-16T08:00:00,2025-08-16T04:45:00,2025-08-16T08:05:00,COMPLETED,Maintenance work for task TASK-00999 on asset AST-746,S&T,TASK-00999
BLK-00453,SEC-001,TRAFFIC_BLOCK,2025-10-01T03:00:00,2025-10-01T07:00:00,2025-10-01T03:22:00,2025-10-01T07:22:00,COMPLETED,Follow-up maintenance work for task TASK-01001,ENGINEERING,TASK-01001
BLK-00454,SEC-001,TRAFFIC_BLOCK,2025-05-15T10:00:00,2025-05-15T13:00:00,2025-05-15T10:14:00,2025-05-15T13:30:00,COMPLETED,Emergency restoration work for task TASK-01002,ENGINEERING,TASK-01002
BLK-00455,SEC-001,TRAFFIC_BLOCK,2025-05-11T07:00:00,2025-05-11T10:00:00,2025-05-11T07:22:00,2025-05-11T10:23:00,COMPLETED,Emergency restoration work for task TASK-01003,ENGINEERING,TASK-01003
BLK-00456,SEC-001,POWER_BLOCK,2024-01-16T07:00:00,2024-01-16T09:30:00,2024-01-16T07:27:00,2024-01-16T10:01:00,COMPLETED,Emergency restoration work for task TASK-01004,TRD,TASK-01004
BLK-00457,SEC-002,TRAFFIC_BLOCK,2024-03-15T16:00:00,2024-03-15T18:00:00,2024-03-15T16:09:00,2024-03-15T18:11:00,COMPLETED,Emergency restoration work for task TASK-01005,S&T,TASK-01005
BLK-00458,SEC-004,TRAFFIC_BLOCK,2026-04-08T18:00:00,2026-04-08T20:00:00,2026-04-08T18:20:00,2026-04-08T20:31:00,COMPLETED,Emergency restoration work for task TASK-01006,S&T,TASK-01006
BLK-00459,SEC-005,TRAFFIC_BLOCK,2024-09-20T09:00:00,2024-09-20T12:00:00,2024-09-20T09:11:00,2024-09-20T12:31:00,COMPLETED,Emergency restoration work for task TASK-01007,ENGINEERING,TASK-01007
BLK-00460,SEC-004,POWER_BLOCK,2025-11-15T03:00:00,2025-11-15T05:30:00,2025-11-15T03:06:00,2025-11-15T05:48:00,COMPLETED,Emergency restoration work for task TASK-01008,TRD,TASK-01008
BLK-00461,SEC-005,POWER_BLOCK,2024-06-06T15:00:00,2024-06-06T17:30:00,2024-06-06T15:08:00,2024-06-06T17:35:00,COMPLETED,Emergency restoration work for task TASK-01009,TRD,TASK-01009
BLK-00462,SEC-004,TRAFFIC_BLOCK,2025-05-27T10:00:00,2025-05-27T12:00:00,2025-05-27T10:21:00,2025-05-27T12:35:00,COMPLETED,Emergency restoration work for task TASK-01010,S&T,TASK-01010
BLK-00463,SEC-005,TRAFFIC_BLOCK,2023-12-31T23:00:00,2024-01-01T02:00:00,2023-12-31T23:30:00,2024-01-01T02:49:00,COMPLETED,Emergency restoration work for task TASK-01011,ENGINEERING,TASK-01011
BLK-00464,SEC-001,TRAFFIC_BLOCK,2026-02-18T21:00:00,2026-02-19T00:00:00,2026-02-18T21:19:00,2026-02-19T00:30:00,COMPLETED,Emergency restoration work for task TASK-01012,ENGINEERING,TASK-01012
BLK-00465,SEC-004,TRAFFIC_BLOCK,2025-01-23T06:00:00,2025-01-23T08:00:00,2025-01-23T06:13:00,2025-01-23T08:15:00,COMPLETED,Emergency restoration work for task TASK-01013,S&T,TASK-01013
BLK-00466,SEC-001,TRAFFIC_BLOCK,2025-07-12T21:00:00,2025-07-13T00:00:00,2025-07-12T21:11:00,2025-07-13T00:29:00,COMPLETED,Emergency restoration work for task TASK-01014,ENGINEERING,TASK-01014
BLK-00467,SEC-003,TRAFFIC_BLOCK,2026-03-25T23:00:00,2026-03-26T02:00:00,2026-03-25T23:13:00,2026-03-26T02:34:00,COMPLETED,Emergency restoration work for task TASK-01015,ENGINEERING,TASK-01015
BLK-00468,SEC-006,POWER_BLOCK,2024-12-13T21:00:00,2024-12-13T23:30:00,2024-12-13T21:07:00,2024-12-13T23:39:00,COMPLETED,Emergency restoration work for task TASK-01016,TRD,TASK-01016
BLK-00469,SEC-005,POWER_BLOCK,2023-10-01T20:00:00,2023-10-01T22:30:00,2023-10-01T20:20:00,2023-10-01T22:54:00,COMPLETED,Emergency restoration work for task TASK-01017,TRD,TASK-01017
BLK-00470,SEC-005,TRAFFIC_BLOCK,2025-12-16T14:00:00,2025-12-16T17:00:00,2025-12-16T14:05:00,2025-12-16T17:13:00,COMPLETED,Emergency restoration work for task TASK-01018,ENGINEERING,TASK-01018
BLK-00471,SEC-002,TRAFFIC_BLOCK,2026-02-09T20:00:00,2026-02-09T22:00:00,2026-02-09T20:20:00,2026-02-09T22:21:00,COMPLETED,Emergency restoration work for task TASK-01019,S&T,TASK-01019
BLK-00472,SEC-005,POWER_BLOCK,2025-12-25T03:00:00,2025-12-25T05:30:00,2025-12-25T03:11:00,2025-12-25T05:52:00,COMPLETED,Emergency restoration work for task TASK-01020,TRD,TASK-01020
BLK-00473,SEC-003,TRAFFIC_BLOCK,2023-09-21T05:00:00,2023-09-21T08:00:00,2023-09-21T05:09:00,2023-09-21T08:23:00,COMPLETED,Emergency restoration work for task TASK-01021,ENGINEERING,TASK-01021
BLK-00474,SEC-001,TRAFFIC_BLOCK,2025-12-21T07:00:00,2025-12-21T09:00:00,2025-12-21T07:10:00,2025-12-21T09:25:00,COMPLETED,Emergency restoration work for task TASK-01022,S&T,TASK-01022
BLK-00475,SEC-001,POWER_BLOCK,2025-07-23T09:00:00,2025-07-23T11:30:00,2025-07-23T09:04:00,2025-07-23T11:52:00,COMPLETED,Emergency restoration work for task TASK-01023,TRD,TASK-01023
BLK-00476,SEC-003,TRAFFIC_BLOCK,2024-05-25T16:00:00,2024-05-25T18:00:00,2024-05-25T16:27:00,2024-05-25T18:29:00,COMPLETED,Emergency restoration work for task TASK-01024,S&T,TASK-01024
BLK-00477,SEC-005,POWER_BLOCK,2024-03-22T18:00:00,2024-03-22T20:30:00,2024-03-22T18:20:00,2024-03-22T21:09:00,COMPLETED,Emergency restoration work for task TASK-01025,TRD,TASK-01025
BLK-00478,SEC-006,TRAFFIC_BLOCK,2025-02-14T08:00:00,2025-02-14T10:00:00,2025-02-14T08:00:00,2025-02-14T10:17:00,COMPLETED,Emergency restoration work for task TASK-01026,S&T,TASK-01026
BLK-00479,SEC-004,TRAFFIC_BLOCK,2023-08-16T14:00:00,2023-08-16T16:00:00,2023-08-16T14:25:00,2023-08-16T16:37:00,COMPLETED,Emergency restoration work for task TASK-01027,S&T,TASK-01027
BLK-00480,SEC-005,TRAFFIC_BLOCK,2025-12-14T05:00:00,2025-12-14T08:00:00,2025-12-14T05:27:00,2025-12-14T08:48:00,COMPLETED,Emergency restoration work for task TASK-01028,ENGINEERING,TASK-01028
BLK-00481,SEC-006,TRAFFIC_BLOCK,2024-10-01T10:00:00,2024-10-01T13:00:00,2024-10-01T10:30:00,2024-10-01T13:38:00,COMPLETED,Emergency restoration work for task TASK-01029,ENGINEERING,TASK-01029
BLK-00482,SEC-002,TRAFFIC_BLOCK,2025-12-13T08:00:00,2025-12-13T11:00:00,2025-12-13T08:03:00,2025-12-13T11:06:00,COMPLETED,Emergency restoration work for task TASK-01030,ENGINEERING,TASK-01030
BLK-00483,SEC-006,POWER_BLOCK,2025-11-03T04:00:00,2025-11-03T06:30:00,2025-11-03T04:07:00,2025-11-03T06:42:00,COMPLETED,Emergency restoration work for task TASK-01031,TRD,TASK-01031
BLK-00484,SEC-005,TRAFFIC_BLOCK,2023-12-09T12:00:00,2023-12-09T15:00:00,2023-12-09T12:21:00,2023-12-09T15:42:00,COMPLETED,Emergency restoration work for task TASK-01032,ENGINEERING,TASK-01032
BLK-00485,SEC-004,TRAFFIC_BLOCK,2024-06-10T08:00:00,2024-06-10T11:00:00,2024-06-10T08:17:00,2024-06-10T11:26:00,COMPLETED,Emergency restoration work for task TASK-01033,ENGINEERING,TASK-01033
BLK-00486,SEC-002,TRAFFIC_BLOCK,2023-10-23T21:00:00,2023-10-23T23:00:00,2023-10-23T21:08:00,2023-10-23T23:13:00,COMPLETED,Emergency restoration work for task TASK-01034,S&T,TASK-01034
BLK-00487,SEC-002,TRAFFIC_BLOCK,2025-06-11T13:00:00,2025-06-11T16:00:00,2025-06-11T13:08:00,2025-06-11T15:59:00,COMPLETED,Emergency restoration work for task TASK-01035,ENGINEERING,TASK-01035
BLK-00488,SEC-002,TRAFFIC_BLOCK,2024-03-15T18:00:00,2024-03-15T21:00:00,2024-03-15T18:12:00,2024-03-15T21:32:00,COMPLETED,Emergency restoration work for task TASK-01036,ENGINEERING,TASK-01036
BLK-00489,SEC-004,POWER_BLOCK,2026-01-28T23:00:00,2026-01-29T01:30:00,2026-01-28T23:23:00,2026-01-29T01:54:00,COMPLETED,Emergency restoration work for task TASK-01037,TRD,TASK-01037
BLK-00490,SEC-006,POWER_BLOCK,2026-06-01T17:00:00,2026-06-01T19:30:00,2026-06-01T17:26:00,2026-06-01T20:16:00,COMPLETED,Emergency restoration work for task TASK-01038,TRD,TASK-01038
BLK-00491,SEC-003,TRAFFIC_BLOCK,2026-03-28T04:00:00,2026-03-28T06:00:00,2026-03-28T04:17:00,2026-03-28T06:14:00,COMPLETED,Emergency restoration work for task TASK-01039,S&T,TASK-01039
BLK-00492,SEC-002,POWER_BLOCK,2026-04-19T19:00:00,2026-04-19T21:30:00,2026-04-19T19:05:00,2026-04-19T21:36:00,COMPLETED,Emergency restoration work for task TASK-01040,TRD,TASK-01040
BLK-00493,SEC-003,TRAFFIC_BLOCK,2023-12-09T07:00:00,2023-12-09T09:00:00,2023-12-09T07:23:00,2023-12-09T09:35:00,COMPLETED,Emergency restoration work for task TASK-01041,S&T,TASK-01041
BLK-00494,SEC-006,POWER_BLOCK,2023-08-31T06:00:00,2023-08-31T08:30:00,2023-08-31T06:08:00,2023-08-31T08:58:00,COMPLETED,Emergency restoration work for task TASK-01042,TRD,TASK-01042
BLK-00495,SEC-004,POWER_BLOCK,2025-01-22T23:00:00,2025-01-23T01:30:00,2025-01-22T23:28:00,2025-01-23T01:59:00,COMPLETED,Emergency restoration work for task TASK-01043,TRD,TASK-01043
BLK-00496,SEC-006,TRAFFIC_BLOCK,2024-07-02T19:00:00,2024-07-02T22:00:00,2024-07-02T19:23:00,2024-07-02T22:26:00,COMPLETED,Emergency restoration work for task TASK-01044,ENGINEERING,TASK-01044
BLK-00497,SEC-005,TRAFFIC_BLOCK,2026-01-03T09:00:00,2026-01-03T12:00:00,2026-01-03T09:23:00,2026-01-03T12:21:00,COMPLETED,Emergency restoration work for task TASK-01045,ENGINEERING,TASK-01045
BLK-00498,SEC-004,TRAFFIC_BLOCK,2025-09-06T10:00:00,2025-09-06T12:00:00,2025-09-06T10:23:00,2025-09-06T12:17:00,COMPLETED,Emergency restoration work for task TASK-01046,S&T,TASK-01046
BLK-00499,SEC-001,POWER_BLOCK,2024-10-04T11:00:00,2024-10-04T13:30:00,2024-10-04T11:25:00,2024-10-04T14:16:00,COMPLETED,Emergency restoration work for task TASK-01047,TRD,TASK-01047
BLK-00500,SEC-003,TRAFFIC_BLOCK,2025-10-06T23:00:00,2025-10-07T02:00:00,2025-10-06T23:19:00,2025-10-07T02:15:00,COMPLETED,Emergency restoration work for task TASK-01048,ENGINEERING,TASK-01048
BLK-00501,SEC-002,POWER_BLOCK,2025-12-21T21:00:00,2025-12-21T23:30:00,2025-12-21T21:11:00,2025-12-21T23:44:00,COMPLETED,Emergency restoration work for task TASK-01049,TRD,TASK-01049
BLK-00502,SEC-006,TRAFFIC_BLOCK,2026-06-29T17:00:00,2026-06-29T20:00:00,2026-06-29T17:02:00,2026-06-29T20:24:00,COMPLETED,Emergency restoration work for task TASK-01050,ENGINEERING,TASK-01050
BLK-00503,SEC-005,TRAFFIC_BLOCK,2024-01-13T23:00:00,2024-01-14T02:00:00,2024-01-13T23:16:00,2024-01-14T02:39:00,COMPLETED,Emergency restoration work for task TASK-01051,ENGINEERING,TASK-01051
BLK-00504,SEC-003,TRAFFIC_BLOCK,2026-07-23T03:00:00,2026-07-23T05:00:00,2026-07-23T03:05:00,2026-07-23T05:13:00,COMPLETED,Emergency restoration work for task TASK-01052,S&T,TASK-01052
BLK-00505,SEC-003,TRAFFIC_BLOCK,2024-08-09T02:00:00,2024-08-09T04:00:00,2024-08-09T02:27:00,2024-08-09T04:28:00,COMPLETED,Emergency restoration work for task TASK-01053,S&T,TASK-01053
BLK-00506,SEC-004,POWER_BLOCK,2025-01-27T05:00:00,2025-01-27T07:30:00,2025-01-27T05:27:00,2025-01-27T08:03:00,COMPLETED,Emergency restoration work for task TASK-01054,TRD,TASK-01054
BLK-00507,SEC-006,SHADOW,2023-08-21T00:00:00,2023-08-21T02:00:00,2023-08-20T23:31:00,2023-08-21T01:36:00,COMPLETED,Preventive maintenance block for task TASK-01055,S&T,TASK-01055
BLK-00508,SEC-006,SHADOW,2023-11-19T00:00:00,2023-11-19T02:00:00,2023-11-18T23:59:00,2023-11-19T02:00:00,COMPLETED,Preventive maintenance block for task TASK-01056,S&T,TASK-01056
BLK-00509,SEC-006,SHADOW,2024-02-17T00:00:00,2024-02-17T02:00:00,2024-02-17T00:18:00,2024-02-17T02:15:00,COMPLETED,Preventive maintenance block for task TASK-01057,S&T,TASK-01057
BLK-00510,SEC-006,SHADOW,2024-05-17T00:00:00,2024-05-17T02:00:00,2024-05-16T23:55:00,2024-05-17T01:59:00,COMPLETED,Preventive maintenance block for task TASK-01058,S&T,TASK-01058
BLK-00511,SEC-006,SHADOW,2024-08-15T00:00:00,2024-08-15T02:00:00,2024-08-14T23:39:00,2024-08-15T01:35:00,COMPLETED,Preventive maintenance block for task TASK-01059,S&T,TASK-01059
BLK-00512,SEC-006,SHADOW,2024-11-13T00:00:00,2024-11-13T02:00:00,2024-11-12T23:31:00,2024-11-13T01:25:00,COMPLETED,Preventive maintenance block for task TASK-01060,S&T,TASK-01060
BLK-00513,SEC-006,SHADOW,2025-02-11T00:00:00,2025-02-11T02:00:00,2025-02-10T23:58:00,2025-02-11T02:03:00,COMPLETED,Preventive maintenance block for task TASK-01061,S&T,TASK-01061
BLK-00514,SEC-006,SHADOW,2025-05-12T00:00:00,2025-05-12T02:00:00,2025-05-11T23:31:00,2025-05-12T01:35:00,COMPLETED,Preventive maintenance block for task TASK-01062,S&T,TASK-01062
BLK-00515,SEC-006,SHADOW,2025-08-10T00:00:00,2025-08-10T02:00:00,2025-08-10T00:26:00,2025-08-10T02:26:00,COMPLETED,Preventive maintenance block for task TASK-01063,S&T,TASK-01063
BLK-00516,SEC-006,SHADOW,2025-11-08T00:00:00,2025-11-08T02:00:00,2025-11-08T00:23:00,2025-11-08T02:24:00,COMPLETED,Preventive maintenance block for task TASK-01064,S&T,TASK-01064
BLK-00517,SEC-006,SHADOW,2026-02-06T00:00:00,2026-02-06T02:00:00,2026-02-05T23:34:00,2026-02-06T01:38:00,COMPLETED,Preventive maintenance block for task TASK-01065,S&T,TASK-01065
BLK-00518,SEC-006,SHADOW,2026-05-07T00:00:00,2026-05-07T02:00:00,2026-05-06T23:54:00,2026-05-07T01:55:00,COMPLETED,Preventive maintenance block for task TASK-01066,S&T,TASK-01066
BLK-00519,SEC-006,TRAFFIC_BLOCK,2023-12-14T00:00:00,2023-12-14T05:00:00,2023-12-14T00:22:00,2023-12-14T05:19:00,COMPLETED,Preventive maintenance block for task TASK-01067,ENGINEERING,TASK-01067
BLK-00520,SEC-006,TRAFFIC_BLOCK,2024-12-13T00:00:00,2024-12-13T05:00:00,2024-12-13T00:01:00,2024-12-13T04:50:00,COMPLETED,Preventive maintenance block for task TASK-01068,ENGINEERING,TASK-01068
BLK-00521,SEC-006,TRAFFIC_BLOCK,2025-12-13T00:00:00,2025-12-13T05:00:00,2025-12-12T23:40:00,2025-12-13T04:26:00,COMPLETED,Preventive maintenance block for task TASK-01069,ENGINEERING,TASK-01069
BLK-00522,SEC-001,TRAFFIC_BLOCK,2024-01-07T00:00:00,2024-01-07T05:00:00,2024-01-06T23:53:00,2024-01-07T04:39:00,COMPLETED,Preventive maintenance block for task TASK-01070,ENGINEERING,TASK-01070
BLK-00523,SEC-001,TRAFFIC_BLOCK,2025-01-06T00:00:00,2025-01-06T05:00:00,2025-01-06T00:06:00,2025-01-06T05:19:00,COMPLETED,Preventive maintenance block for task TASK-01071,ENGINEERING,TASK-01071
BLK-00524,SEC-001,TRAFFIC_BLOCK,2026-01-06T00:00:00,2026-01-06T05:00:00,2026-01-05T23:57:00,2026-01-06T05:04:00,COMPLETED,Preventive maintenance block for task TASK-01072,ENGINEERING,TASK-01072
BLK-00525,SEC-005,TRAFFIC_BLOCK,2024-07-31T00:00:00,2024-07-31T05:00:00,2024-07-31T00:26:00,2024-07-31T05:37:00,COMPLETED,Preventive maintenance block for task TASK-01073,ENGINEERING,TASK-01073
BLK-00526,SEC-005,TRAFFIC_BLOCK,2025-07-31T00:00:00,2025-07-31T05:00:00,2025-07-30T23:45:00,2025-07-31T04:58:00,COMPLETED,Preventive maintenance block for task TASK-01074,ENGINEERING,TASK-01074
BLK-00527,SEC-005,TRAFFIC_BLOCK,2026-07-31T00:00:00,2026-07-31T05:00:00,2026-07-30T23:31:00,2026-07-31T04:19:00,COMPLETED,Preventive maintenance block for task TASK-01075,ENGINEERING,TASK-01075
BLK-00528,SEC-002,SHADOW,2023-09-08T00:00:00,2023-09-08T02:00:00,2023-09-07T23:56:00,2023-09-08T01:51:00,COMPLETED,Preventive maintenance block for task TASK-01076,S&T,TASK-01076
BLK-00529,SEC-002,SHADOW,2023-12-07T00:00:00,2023-12-07T02:00:00,2023-12-06T23:32:00,2023-12-07T01:29:00,COMPLETED,Preventive maintenance block for task TASK-01077,S&T,TASK-01077
BLK-00530,SEC-002,SHADOW,2024-03-06T00:00:00,2024-03-06T02:00:00,2024-03-05T23:47:00,2024-03-06T01:45:00,COMPLETED,Preventive maintenance block for task TASK-01078,S&T,TASK-01078
BLK-00531,SEC-002,SHADOW,2024-06-04T00:00:00,2024-06-04T02:00:00,2024-06-04T00:01:00,2024-06-04T01:57:00,COMPLETED,Preventive maintenance block for task TASK-01079,S&T,TASK-01079
BLK-00532,SEC-002,SHADOW,2024-09-02T00:00:00,2024-09-02T02:00:00,2024-09-02T00:12:00,2024-09-02T02:06:00,COMPLETED,Preventive maintenance block for task TASK-01080,S&T,TASK-01080
BLK-00533,SEC-002,SHADOW,2024-12-01T00:00:00,2024-12-01T02:00:00,2024-12-01T00:30:00,2024-12-01T02:28:00,COMPLETED,Preventive maintenance block for task TASK-01081,S&T,TASK-01081
BLK-00534,SEC-002,SHADOW,2025-03-01T00:00:00,2025-03-01T02:00:00,2025-02-28T23:44:00,2025-03-01T01:45:00,COMPLETED,Preventive maintenance block for task TASK-01082,S&T,TASK-01082
BLK-00535,SEC-002,SHADOW,2025-05-30T00:00:00,2025-05-30T02:00:00,2025-05-30T00:07:00,2025-05-30T02:05:00,COMPLETED,Preventive maintenance block for task TASK-01083,S&T,TASK-01083
BLK-00536,SEC-002,SHADOW,2025-08-28T00:00:00,2025-08-28T02:00:00,2025-08-27T23:33:00,2025-08-28T01:37:00,COMPLETED,Preventive maintenance block for task TASK-01084,S&T,TASK-01084
BLK-00537,SEC-002,SHADOW,2025-11-26T00:00:00,2025-11-26T02:00:00,2025-11-26T00:23:00,2025-11-26T02:28:00,COMPLETED,Preventive maintenance block for task TASK-01085,S&T,TASK-01085
BLK-00538,SEC-002,SHADOW,2026-02-24T00:00:00,2026-02-24T02:00:00,2026-02-23T23:48:00,2026-02-24T01:53:00,COMPLETED,Preventive maintenance block for task TASK-01086,S&T,TASK-01086
BLK-00539,SEC-002,SHADOW,2026-05-25T00:00:00,2026-05-25T02:00:00,2026-05-24T23:49:00,2026-05-25T01:44:00,COMPLETED,Preventive maintenance block for task TASK-01087,S&T,TASK-01087
BLK-00540,SEC-002,POWER_BLOCK,2023-11-10T00:00:00,2023-11-10T03:00:00,2023-11-10T00:06:00,2023-11-10T03:08:00,COMPLETED,Preventive maintenance block for task TASK-01088,TRD,TASK-01088
BLK-00541,SEC-002,POWER_BLOCK,2024-05-08T00:00:00,2024-05-08T03:00:00,2024-05-07T23:56:00,2024-05-08T02:53:00,COMPLETED,Preventive maintenance block for task TASK-01089,TRD,TASK-01089
