defect_id,asset_id,detected_date,inspection_id,defect_type,severity_level,safety_effect,operational_effect,status,resolved_date
DEF-00725,AST-645,2024-02-16T00:00:00,INS-14667,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-02-19T02:47:00
DEF-00726,AST-645,2024-04-16T00:00:00,INS-14668,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2024-04-16T12:26:00
DEF-00727,AST-645,2025-02-10T00:00:00,INS-14673,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-02-10T10:43:00
DEF-00732,AST-651,2025-10-16T00:00:00,INS-14792,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-10-24T02:13:00
DEF-00736,AST-660,2026-03-08T00:00:00,INS-14938,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2026-03-11T02:13:00
DEF-00737,AST-661,2026-03-17T00:00:00,INS-14956,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2026-03-31T02:13:00
DEF-00742,AST-664,2026-04-26T00:00:00,INS-15023,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2026-04-26T16:10:00
DEF-00744,AST-667,2024-06-11T00:00:00,INS-15061,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-06-15T01:56:00
DEF-00745,AST-667,2024-08-10T00:00:00,INS-15062,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-08-14T02:02:00
DEF-00760,AST-684,2026-04-30T00:00:00,INS-15468,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2026-05-04T16:12:00
DEF-00761,AST-688,2024-03-24T00:00:00,INS-15539,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-03-31T02:50:00
DEF-00768,AST-695,2024-09-26T00:00:00,INS-15683,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-10-08T02:03:00
DEF-00769,AST-695,2024-11-25T00:00:00,INS-15684,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-11-27T02:45:00
DEF-00770,AST-695,2025-03-25T00:00:00,INS-15686,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-03-25T05:28:00
DEF-00777,AST-703,2026-01-24T00:00:00,INS-15839,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2026-01-27T02:35:00
DEF-00782,AST-705,2026-02-28T00:00:00,INS-15895,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2026-02-28T13:54:00
DEF-00798,AST-717,2024-10-01T00:00:00,INS-16122,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2024-10-01T14:04:00
DEF-00799,AST-717,2025-01-29T00:00:00,INS-16124,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-02-01T02:16:00
DEF-00806,AST-721,2024-05-30T00:00:00,INS-16177,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-06-04T02:49:00
DEF-00807,AST-721,2026-01-20T00:00:00,INS-16187,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2026-01-24T02:03:00
DEF-00811,AST-729,2026-05-09T00:00:00,INS-16323,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2026-05-14T03:00:00
DEF-00812,AST-730,2023-09-13T00:00:00,INS-16325,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2023-09-19T02:04:00
DEF-00813,AST-730,2025-11-01T00:00:00,INS-16338,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-11-06T00:00:00
DEF-00814,AST-730,2026-06-29T00:00:00,INS-16342,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2026-07-06T00:00:00
DEF-00818,AST-736,2025-02-05T00:00:00,INS-16419,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-02-09T03:05:00
DEF-00831,AST-745,2025-01-14T00:00:00,INS-16631,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-01-29T02:09:00
DEF-00832,AST-745,2026-03-10T00:00:00,INS-16638,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2026-03-14T05:06:00
DEF-00838,AST-033,2024-01-16T04:00:00,,Insulator Bursting,CRITICAL,Power breakdown on line,Block Required,CLOSED,2024-01-16T10:01:00
DEF-00842,AST-063,2025-11-15T02:00:00,,Insulator Bursting,MAJOR,Power breakdown on line,Block Required,CLOSED,2025-11-15T05:48:00
DEF-00843,AST-064,2024-06-06T11:00:00,,OHE Contact Wire Snapping,MAJOR,Power breakdown on line,Block Required,CLOSED,2024-06-06T17:35:00
DEF-00850,AST-168,2024-12-13T18:00:00,,Substation Breaker Tripped,CRITICAL,Power breakdown on line,Block Required,CLOSED,2024-12-13T23:39:00
DEF-00851,AST-197,2023-10-01T19:00:00,,Substation Breaker Tripped,CRITICAL,Power breakdown on line,Block Required,CLOSED,2023-10-01T22:54:00
DEF-00854,AST-259,2025-12-24T23:00:00,,Insulator Bursting,MAJOR,Power breakdown on line,Block Required,CLOSED,2025-12-25T05:52:00
DEF-00857,AST-294,2025-07-23T05:00:00,,OHE Contact Wire Snapping,CRITICAL,Power breakdown on line,Block Required,CLOSED,2025-07-23T11:52:00
DEF-00859,AST-321,2024-03-22T17:00:00,,Insulator Bursting,MAJOR,Power breakdown on line,Block Required,CLOSED,2024-03-22T21:09:00
DEF-00865,AST-375,2025-11-03T03:00:00,,Substation Breaker Tripped,CRITICAL,Power breakdown on line,Block Required,CLOSED,2025-11-03T06:42:00
DEF-00871,AST-449,2026-01-28T19:00:00,,Insulator Bursting,MAJOR,Power breakdown on line,Block Required,CLOSED,2026-01-29T01:54:00
DEF-00872,AST-469,2026-06-01T13:00:00,,Substation Breaker Tripped,MAJOR,Power breakdown on line,Block Required,CLOSED,2026-06-01T20:16:00
DEF-00874,AST-484,2026-04-19T15:00:00,,Substation Breaker Tripped,CRITICAL,Power breakdown on line,Block Required,CLOSED,2026-04-19T21:36:00
DEF-00876,AST-505,2023-08-31T04:00:00,,OHE Contact Wire Snapping,CRITICAL,Power breakdown on line,Block Required,CLOSED,2023-08-31T08:58:00
DEF-00877,AST-568,2025-01-22T22:00:00,,Insulator Bursting,CRITICAL,Power breakdown on line,Block Required,CLOSED,2025-01-23T01:59:00
DEF-00881,AST-638,2024-10-04T08:00:00,,Insulator Bursting,CRITICAL,Power breakdown on line,Block Required,CLOSED,2024-10-04T14:16:00
DEF-00883,AST-664,2025-12-21T20:00:00,,Substation Breaker Tripped,MAJOR,Power breakdown on line,Block Required,CLOSED,2025-12-21T23:44:00
DEF-00888,AST-745,2025-01-27T03:00:00,,Insulator Bursting,CRITICAL,Power breakdown on line,Block Required,CLOSED,2025-01-27T08:03:00
